id,name,ml_target,bio
9884,kong36088,0,后端狗
9885,jkulak,0,"Security, performance, automation and emojis 🐥👾⚙️"
9886,jonathan-g,1,Environmental scientist. 🏳️‍🌈🏳️‍⚧️
9887,AshV,0,"॥ॐ॥यदा किंञ्चिज्ज्ञोऽहं द्विप इव मदान्धः समभवम्
तदा सर्वज्ञोऽस्मीत्यभवदवलिप्तं मम मनः।
यदा किञ्चित् बुधजनसकाशादवगतं
तदा मूर्खोऽस्मीति ज्वर इव मदो मे व्यपगतः॥"
9888,VieVie31,1,Bio not available
9889,emilpetkov,0,"Stagnation is mediocrity, and innovation is brilliance."
9890,arajkumar,0,Bio not available
9891,calee0219,0,"CS student in NYCU, Taiwan.
Interested in networking, study on 5G, cooperate with free5GC.
"
9892,nvminhtu,0,I am a guy loves javascript and frontend development.
9893,rennan,0,💻 Senior Front-end Developer 🌎 Brazil
9894,patosullivan,0,"Husband, father, developer."
9895,hank9cao,1,AI scientist specializing in Biomedicine
9896,Otann,0,making simple things easy
9897,aleksraiden,0,"Founder/CTO at CoinIndex.

We are a first index platform for crypto. Now we look deeper into the derivatives markes"
9898,Ekta3012,0,Web Developer and Web Designer
9899,fakande,0,Bio not available
9900,9262981,0,happy coding every day :D
9901,inonjs,0,CTO at @mkplace
9902,ptomasroos,0,"prebid, go, js, react, react-native, android, ios, distibuted systems, culture, remoting"
9903,deneuv34,0,Just try to be an awesome coder...
9904,snaigle,0,be well and have fun
9905,ottosichert,0,"Founder of AB UND ZU agency //      Previously at AWS and Spotify //                   Organizer, DJ and producer"
9906,iltercengiz,0, app developer
9907,lzwjava,0,Bio not available
9908,adunkman,0,https://github.com/adunkman/ask
9909,fullstackman,0,"Full Stack Web Developer.
Coding for the weekend."
9910,nanhupatar,0,hello dj
9911,hellolwq,0,Software engineer
9912,kadriyedogan,0,"engineering manager at Cherry
#msc computer engineering
@Galatasaray_Uni
#womenintech"
9913,ricardo-0x07,0,"AI, Deep Learning and Machine Learning Engineer.

Mentor & Project Reviewer @ https://udacity.com

Freelancer @ https://www.upwork.com/fl/clivecadoga"
9914,SailCPU,1,Bio not available
9915,krutikabapat,1,"Software Engineer at Microsoft, Intern AI Labs American Express, Intern NTU, Intern at Big-Vision LLC. OpenCV Contributor. Passionate for DL, ML and CV."
9916,JCly-rikiu,1,"Machine Learning, Computer Graphics, Unity3D, C++, C#, Java, Python"
9917,BouncyElf,0,"vim/go/backend
wechat: l1040442112"
9918,arunitgupta,1,Technophile
9919,Damao,0,Do it to die or never!
9920,lzhbrian,1,https://lzhbrian.me
9921,roblarsen,0,"Author of Mastering SVG, Beginning HTML and CSS and The Uncertain Web. Open source contributor/maintainer."
9922,teemak,0,"Apparently, this user prefers to keep an air of mystery about them."
9923,ksdme,0,"Senior Software Engineer @ViperDev Developer @coala,
Mentor GSoC'19, Mentor Google Code-In'18, GSoC'18 Student"
9924,amrtaher1234,1,"just your type of a skull-candy. anime lover.
Javascript or die trying"
9925,neksa,0,"AI/ML-driven Drug Discovery at VantAI.
Leading Structural Computational Biology where we learn from evolution to design induced proximity drugs"
9926,hxl9654,1,On The Way...
9927,davidtran641,1,Software Development Engineer
9928,ammarfaizi2,0,HPC Software Engineer
9929,lcamposgarrido,1,Bio not available
9930,feifeibear,1,Democratizing LLM
9931,mariosant,0,Javascript Engineer
9932,Marvinsky,1,"Java Senior Software Engineer, Data Science, Android Software Developer, Heuristic Search researcher and Associate Professor at UTEC."
9933,mzdr,0,Bio not available
9934,cheekujodhpur,1,"Trying to improve my UX on the Life app.

I add, subtract and multiply numbers using computers."
9935,kagaya85,0,Let's code the fantastic world;
9936,hrbrmstr,0,🇺🇦 Pampa • Don't look at me…I do what he does—just slower. #rstats avuncular•👨‍🍳•✝️• 💤• Varaforseti í Gögn Vísindi @ @GreyNoise-Intelligence  +CMU Lecturer
9937,ZloeSabo,0,EM
9938,ChrisWiles,0,I'm a full-stack dev who works mostly in the React and Node ecosystem
9939,prohf,1,Master@SoftwareEngineer
9940,leonelhrp,0,I am a senior fullstack software developer and a lover of javascript. I love traveling the world while doing what I love.
9941,steobrien,0,Bio not available
9942,int3rlop3r,0,"Apparently, this user prefers to keep an air of mystery about them."
9943,ChanMo,0,大发明家
9944,gcmatos,1,"Reservoir Geologist | Geomodeller at Equinor Brasil. Previously, at Fu2re Smart Solutions as a Data Scientist. Former Petrobras Geologist."
9945,lcddhr,0,iOS developer
9946,glitchtank,0,Its pretty simple really....puppy. monkey. baby.
9947,lionrock,0,Bio not available
9948,connormakh,0,Software Developer
9949,firatoltulu,0,Full Stack Developer
9950,ggoomggoo,0,"꿈꾸는 개발자

[titi][티티][ㅌㅌ]"
9951,fengxiaoyue,0,Bio not available
9952,fk2000,0,"Ruby on Rails, PHP, Golang, JavaScript, Docker, Linux, AWS"
9953,masterrco,1,Bio not available
9954,mengjiaqi,0,blockchain @diotio
9955,TimothyGu,0,Software Engineer at @Stripe. ex-@stanford ex-@UCLA ex-@google ex-@teslamotors | Work account: @timothyg-stripe
9956,Aturan,0,Front-End Engineer
9957,naodai,0,PHPer http://ifelsend.com
9958,SilvaEmerson,0,Software Engineer @Gympass & Functional enthusiast
9959,omarduarte,0,<3 rebase and squash
9960,cgsmith,0,Working on building very neat tools :)
9961,hq5544,0,🌈 JavaScript & Go
9962,kalperen,1,Bio not available
9963,huli,1,Software & Machine Learning Engineer
9964,dpetzold,0,"AWS, Python, Terraform "
9965,mfiels,0,Bio not available
9966,pkraison,1,research in environment understanding for autonomous machines | signal processing | artificial intelligence
9967,Entropy-xcy,1,Computer Science Ph.D. student at Duke University. Research in micro-architecture.
9968,tech4GT,0,"All things computers | Currently working with @aws cloudfront

"
9969,andybb,0,Bio not available
9970,sshleifer,1,Research Engineer doing NLP @FAIR. Previously @huggingface @kensho @Stanford.
9971,mrkfn,0,Bio not available
9972,roshni-b,1,Bio not available
9973,jgmcelwain,0,"Software Engineer (React, Vue, TypeScript)."
9974,Ghitu,0,Check out @Laravel-Backpack to jump-start your Laravel based app.
9975,midorikocak,0, Computer Scientist & Engineer
9976,saschb2b,0,Studied applied science and try to conquer the world with our company wertarbyte
9977,gauravds,0,"Codes and I, talk to each other.
Personal Github: https://github.com/dayitv89"
9978,guilnorth,0,I'm a Computer Engineering and Full Stack Developer. People transform the world and technology is the shortest way to do this.
9979,ondrejba,1,Bio not available
9980,NeerajSarwan,1,"Data Science enthusiast, trying to be better at statistics."
9981,Pines-Cheng,0,Think like an Engineer
9982,ahsio,0,Software engineer @yuccalabs
9983,MatheusFreitag,1,29yo • We either accept reality or take the responsibility to change it. • 🇧🇷 🇳🇱
9984,onyxfish,0,"Branch Chief, Dissemination Technolgy and Services @ CDC. Data journalist gone walkabout in strange new lands."
9985,JeffShomali,0,"Software Engineer, Full Stack Web/Mobile Developer."
9986,mdeggies,0,Just a friendly neighborhood developer working at HashiCorp
9987,TatsuyaShirakawa,1,"ML Engineer at Kauche
https://kauche.com"
9988,liuzuil,0,Bio not available
9989,Shard,0,JS/Front-end developer from a land down under.
9990,allanguys,0,Life is all about finding and solving problems
9991,lovygit,1,"I am going far away,but I will come home."
9992,mariusv,0,DevSecOps
9993,emmetdel,0,"Software Engineer with almost 10 years experience in enterprise software. To work with me, please contact me on the email below."
9994,avilano,0,Software Development Engineer in Testing // Full-Stack QA Wizard - With 6+ years of experience and a B.S. in Engineering Physics from UTRGV
9995,janakhpon,0,Bio not available
9996,denpalrius,0,ML | AI | Backend | Cloud
9997,lijunjieone,0,Bio not available
9998,leocvml,1,"like ML and Computer vision


Visual System Lab
"
9999,ArsalaBangash,1,"Passionate about lifting human consciousness through Art, Technology, and Education. Previously at Google & UofT. Lived in 🇵🇰, 🇨🇦, & 🇽🇰 "
